date,account_value
2022-06-18 08:00:00,11763.180518347499
2022-06-19 08:00:00,11764.355309171264
2022-06-20 08:00:00,11763.1805183475
2022-06-21 08:00:00,11760.830936699975
2022-06-22 08:00:00,11762.00572752374
2022-06-23 08:00:00,11759.65614587621
2022-06-24 08:00:00,11757.306564228682
2022-06-25 08:00:00,11754.956982581154
2022-06-26 08:00:00,11757.30656422868
2022-06-27 08:00:00,11756.131773404915
2022-06-28 08:00:00,11760.830936699971
2022-06-29 08:00:00,11764.355309171262
2022-06-30 08:00:00,11763.180518347499
2022-07-01 08:00:00,11762.005727523736
2022-07-02 08:00:00,11763.1805183475
2022-07-03 08:00:00,11762.005727523738
2022-07-04 08:00:00,11760.830936699973
2022-07-05 08:00:00,11762.005727523738
2022-07-06 08:00:00,11759.656145876208
2022-07-07 08:00:00,11758.481355052443
2022-07-08 08:00:00,11756.131773404915
2022-07-09 08:00:00,11753.78219175739
2022-07-10 08:00:00,11754.956982581152
2022-07-11 08:00:00,11400.731607193418
2022-07-12 08:00:00,11000.817025841718
2022-07-13 08:00:00,11070.769477977161
2022-07-14 08:00:00,11063.826571212037
2022-07-15 08:00:00,11780.665517631873
2022-07-16 08:00:00,11659.833252746223
2022-07-17 08:00:00,12452.1585792746
2022-07-18 08:00:00,12448.424425362382
2022-07-19 08:00:00,12448.424425362382
2022-07-20 08:00:00,12445.934989420903
2022-07-21 08:00:00,12447.17970739164
2022-07-22 08:00:00,12444.690271450163
2022-07-23 08:00:00,12444.690271450163
2022-07-24 08:00:00,12448.42442536238
2022-07-25 08:00:00,12036.13403070657
2022-07-26 08:00:00,11419.87982652526
2022-07-27 08:00:00,11634.23682075754
2022-07-28 08:00:00,12608.369844765979
2022-07-29 08:00:00,13003.262969682059
2022-07-30 08:00:00,13141.384859128495
2022-07-31 08:00:00,13297.708065478631
2022-08-01 08:00:00,12945.338940539592
2022-08-02 08:00:00,12628.537238029126
2022-08-03 08:00:00,12873.965138615677
2022-08-04 08:00:00,12763.140613936752
2022-08-05 08:00:00,13291.82806171338
2022-08-06 08:00:00,13173.757158894592
2022-08-07 08:00:00,13130.336909993843
2022-08-08 08:00:00,13784.82899426379
2022-08-09 08:00:00,13252.150198613464
2022-08-10 08:00:00,13181.321078300849
2022-08-11 08:00:00,14033.860664221176
2022-08-12 08:00:00,13628.957526696156
2022-08-13 08:00:00,14285.493868853855
2022-08-14 08:00:00,14271.65381319563
2022-08-15 08:00:00,13786.445681186853
2022-08-16 08:00:00,13826.199536198803
2022-08-17 08:00:00,13632.910606328525
2022-08-18 08:00:00,13443.953065077403
2022-08-19 08:00:00,12347.664429212233
2022-08-20 08:00:00,12286.30880717318
2022-08-21 08:00:00,12396.200661294431
2022-08-22 08:00:00,12394.961165177914
2022-08-23 08:00:00,12394.961165177914
2022-08-24 08:00:00,12393.721669061397
2022-08-25 08:00:00,12394.961165177914
2022-08-26 08:00:00,12394.961165177914
2022-08-27 08:00:00,12394.961165177914
2022-08-28 08:00:00,12396.200661294431
2022-08-29 08:00:00,12396.200661294431
2022-08-30 08:00:00,12393.721669061395
2022-08-31 08:00:00,12394.961165177912
2022-09-01 08:00:00,12394.961165177912
2022-09-02 08:00:00,12394.961165177912
2022-09-03 08:00:00,12393.721669061395
2022-09-04 08:00:00,12394.961165177912
2022-09-05 08:00:00,12396.20066129443
2022-09-06 08:00:00,12396.20066129443
2022-09-07 08:00:00,12396.20066129443
2022-09-08 08:00:00,12394.961165177912
2022-09-09 08:00:00,12392.482172944878
2022-09-10 08:00:00,12390.003180711843
2022-09-11 08:00:00,12392.482172944878
2022-09-12 08:00:00,12711.106487588979
2022-09-13 08:00:00,12745.983367172299
2022-09-14 08:00:00,11715.91443752575
2022-09-15 08:00:00,11706.351516323852
2022-09-16 08:00:00,11479.523908978195
2022-09-17 08:00:00,11374.23778523791
2022-09-18 08:00:00,11455.594024116599
2022-09-19 08:00:00,11455.594024116599
2022-09-20 08:00:00,11456.739698086407
2022-09-21 08:00:00,11456.739698086407
2022-09-22 08:00:00,11456.739698086407
2022-09-23 08:00:00,11457.885372056215
2022-09-24 08:00:00,11457.885372056215
2022-09-25 08:00:00,11456.739698086405
2022-09-26 08:00:00,11456.739698086405
2022-09-27 08:00:00,11456.739698086405
2022-09-28 08:00:00,11457.885372056213
2022-09-29 08:00:00,11455.594024116595
2022-09-30 08:00:00,11455.594024116595
2022-10-01 08:00:00,11456.739698086403
2022-10-02 08:00:00,11457.885372056211
2022-10-03 08:00:00,11456.739698086401
2022-10-04 08:00:00,11454.448350146784
2022-10-05 08:00:00,11455.594024116594
2022-10-06 08:00:00,11454.448350146784
2022-10-07 08:00:00,11455.594024116594
2022-10-08 08:00:00,11455.594024116594
2022-10-09 08:00:00,11455.594024116594
2022-10-10 08:00:00,11455.594024116594
2022-10-11 08:00:00,11457.885372056211
2022-10-12 08:00:00,11457.885372056211
2022-10-13 08:00:00,11457.885372056211
2022-10-14 08:00:00,11456.739698086401
2022-10-15 08:00:00,11456.739698086401
2022-10-16 08:00:00,11455.594024116594
2022-10-17 08:00:00,11457.885372056211
2022-10-18 08:00:00,11456.739698086401
2022-10-19 08:00:00,11456.739698086401
2022-10-20 08:00:00,11456.739698086401
2022-10-21 08:00:00,11457.88537205621
2022-10-22 08:00:00,11456.7396980864
2022-10-23 08:00:00,11455.594024116592
2022-10-24 08:00:00,11455.594024116592
2022-10-25 08:00:00,11455.594024116592
2022-10-26 08:00:00,11453.302676176974
2022-10-27 08:00:00,11455.594024116592
2022-10-28 08:00:00,11454.448350146782
2022-10-29 08:00:00,11453.302676176974
2022-10-30 08:00:00,11454.448350146782
2022-10-31 08:00:00,11721.838359329295
2022-11-01 08:00:00,11516.032490676105
2022-11-02 08:00:00,11327.342707230033
2022-11-03 08:00:00,11322.458662365581
2022-11-04 08:00:00,11648.062953079472
2022-11-05 08:00:00,12167.825788957061
2022-11-06 08:00:00,12094.85216161291
2022-11-07 08:00:00,11539.203639013367
2022-11-08 08:00:00,10940.025913706579
2022-11-09 08:00:00,9585.282476821592
2022-11-10 08:00:00,8585.209382772839
2022-11-11 08:00:00,9428.703913372976
2022-11-12 08:00:00,8954.26134682743
2022-11-13 08:00:00,8714.865363306542
2022-11-14 08:00:00,8713.125000777674
2022-11-15 08:00:00,8711.384638248806
2022-11-16 08:00:00,8707.903913191069
2022-11-17 08:00:00,8706.1635506622
2022-11-18 08:00:00,8708.774094455503
2022-11-19 08:00:00,8710.51445698437
2022-11-20 08:00:00,8712.25481951324
2022-11-21 08:00:00,8713.995182042108
2022-11-22 08:00:00,8712.25481951324
2022-11-23 08:00:00,8710.51445698437
2022-11-24 08:00:00,8708.774094455503
2022-11-25 08:00:00,8707.033731926635
2022-11-26 08:00:00,8707.033731926635
2022-11-27 08:00:00,8707.033731926635
2022-11-28 08:00:00,8705.293369397767
2022-11-29 08:00:00,8704.423188133333
2022-11-30 08:00:00,8702.682825604465
2022-12-01 08:00:00,8700.942463075597
2022-12-02 08:00:00,8700.942463075597
2022-12-03 08:00:00,8700.942463075597
2022-12-04 08:00:00,8700.072281811163
2022-12-05 08:00:00,8700.072281811163
2022-12-06 08:00:00,8700.072281811163
2022-12-07 08:00:00,8700.942463075597
2022-12-08 08:00:00,8700.942463075597
2022-12-09 08:00:00,8700.942463075597
2022-12-10 08:00:00,8700.942463075597
2022-12-11 08:00:00,8701.81264434003
2022-12-12 08:00:00,8700.942463075597
2022-12-13 08:00:00,8698.331919282295
2022-12-14 08:00:00,8701.81264434003
2022-12-15 08:00:00,8700.072281811163
2022-12-16 08:00:00,8701.81264434003
2022-12-17 08:00:00,8700.072281811163
2022-12-18 08:00:00,8700.942463075597
2022-12-19 08:00:00,8700.072281811163
2022-12-20 08:00:00,8700.072281811163
2022-12-21 08:00:00,8700.942463075597
2022-12-22 08:00:00,8700.942463075597
2022-12-23 08:00:00,8701.81264434003
2022-12-24 08:00:00,8702.682825604465
2022-12-25 08:00:00,8702.682825604465
2022-12-26 08:00:00,8702.682825604465
2022-12-27 08:00:00,8703.553006868899
2022-12-28 08:00:00,8704.423188133333
2022-12-29 08:00:00,8704.423188133333
2022-12-30 08:00:00,8705.293369397767
2022-12-31 08:00:00,8706.1635506622
2023-01-01 08:00:00,8706.1635506622
2023-01-02 08:00:00,8705.293369397767
2023-01-03 08:00:00,8704.423188133333
2023-01-04 08:00:00,8704.423188133333
2023-01-05 08:00:00,8704.423188133333
2023-01-06 08:00:00,8705.293369397767
2023-01-07 08:00:00,8704.423188133333
2023-01-08 08:00:00,8701.81264434003
2023-01-09 08:00:00,9300.041056659104
2023-01-10 08:00:00,9250.259809652262
2023-01-11 08:00:00,9308.603343456472
2023-01-12 08:00:00,9540.373621043233
2023-01-13 08:00:00,9760.620540852568
2023-01-14 08:00:00,10930.802360754047
2023-01-15 08:00:00,10935.587194616504
2023-01-16 08:00:00,11006.58722677219
2023-01-17 08:00:00,11170.333394849304
2023-01-18 08:00:00,11050.78452097571
2023-01-19 08:00:00,10668.118586782337
2023-01-20 08:00:00,10734.936266228477
2023-01-21 08:00:00,11664.871591414947
2023-01-22 08:00:00,11588.989600619954
2023-01-23 08:00:00,11629.337422670274
2023-01-24 08:00:00,11673.691909728046
2023-01-25 08:00:00,11295.16104489498
2023-01-26 08:00:00,11564.472018246599
2023-01-27 08:00:00,11481.456587998533
2023-01-28 08:00:00,11569.986689702133
2023-01-29 08:00:00,11748.834745373493
2023-01-30 08:00:00,11547.910185701634
2023-01-31 08:00:00,11506.96521500076
2023-02-01 08:00:00,11514.6716471033
2023-02-02 08:00:00,12054.426422008777
2023-02-03 08:00:00,11933.191963012909
2023-02-04 08:00:00,11931.487669558015
2023-02-05 08:00:00,11922.551372396116
2023-02-06 08:00:00,11697.526527208161
2023-02-07 08:00:00,11741.850737173818
2023-02-08 08:00:00,11855.009422341609
2023-02-09 08:00:00,11559.277766858893
2023-02-10 08:00:00,10987.855919451273
2023-02-11 08:00:00,10942.990873796702
2023-02-12 08:00:00,11063.955751288271
2023-02-13 08:00:00,10770.278814969106
2023-02-14 08:00:00,10918.920517895047
2023-02-15 08:00:00,11235.630488886582
2023-02-16 08:00:00,11961.527866050126
2023-02-17 08:00:00,11656.089162543793
2023-02-18 08:00:00,11877.092006032977
2023-02-19 08:00:00,11972.72673019018
2023-02-20 08:00:00,12306.429317249775
2023-02-21 08:00:00,12034.927864434365
2023-02-22 08:00:00,11775.931820796559
2023-02-23 08:00:00,11725.808824095233
2023-02-24 08:00:00,11783.149950480465
2023-02-25 08:00:00,11419.977716110505
2023-02-26 08:00:00,11495.254632108677
2023-02-27 08:00:00,11569.764179775644
2023-02-28 08:00:00,11471.058472320947
2023-03-01 08:00:00,11606.947205871566
2023-03-02 08:00:00,11450.154186498336
2023-03-03 08:00:00,11034.664428548598
2023-03-04 08:00:00,11056.195241108377
2023-03-05 08:00:00,11065.110629336574
2023-03-06 08:00:00,11065.110629336574
2023-03-07 08:00:00,11066.217251061678
2023-03-08 08:00:00,11066.217251061678
2023-03-09 08:00:00,11067.323872786785
2023-03-10 08:00:00,11067.323872786785
2023-03-11 08:00:00,11003.139812730626
2023-03-12 08:00:00,11010.886164806368
2023-03-13 08:00:00,11030.805355858278
2023-03-14 08:00:00,11024.16562550764
2023-03-15 08:00:00,11017.525895157003
2023-03-16 08:00:00,11034.125221033593
2023-03-17 08:00:00,11042.978194834443
2023-03-18 08:00:00,11048.511303459973
2023-03-19 08:00:00,11037.44508620891
2023-03-20 08:00:00,11310.428862895757
2023-03-21 08:00:00,11176.976909710274
2023-03-22 08:00:00,11129.64738171565
2023-03-23 08:00:00,10978.408890810359
2023-03-24 08:00:00,11056.474969576684
2023-03-25 08:00:00,10839.398769906398
2023-03-26 08:00:00,10960.38220215765
2023-03-27 08:00:00,10940.607783341884
2023-03-28 08:00:00,10640.5360936852
2023-03-29 08:00:00,11013.655546937172
2023-03-30 08:00:00,10992.419831828978
2023-03-31 08:00:00,10854.651688473898
2023-04-01 08:00:00,10993.357702971292
2023-04-02 08:00:00,10984.543417251247
2023-04-03 08:00:00,10882.996638087101
2023-04-04 08:00:00,10991.473449665184
2023-04-05 08:00:00,11126.211456781131
2023-04-06 08:00:00,10937.093809700107
2023-04-07 08:00:00,10855.770006881456
2023-04-08 08:00:00,10928.214804982126
2023-04-09 08:00:00,10842.968925433168
2023-04-10 08:00:00,10931.65159981729
2023-04-11 08:00:00,11514.70724726339
2023-04-12 08:00:00,11505.597438187682
2023-04-13 08:00:00,11754.151501421597
2023-04-14 08:00:00,12095.526627263482
2023-04-15 08:00:00,11974.17413693497
2023-04-16 08:00:00,11923.948022034794
2023-04-17 08:00:00,11986.224656993576
2023-04-18 08:00:00,12180.149792985138
2023-04-19 08:00:00,11587.398656984817
2023-04-20 08:00:00,11363.906870790393
2023-04-21 08:00:00,11272.59586503099
2023-04-22 08:00:00,11057.706223612242
2023-04-23 08:00:00,11236.846974830269
2023-04-24 08:00:00,11171.68353699323
2023-04-25 08:00:00,11048.480765274444
2023-04-26 08:00:00,11518.299271048125
2023-04-27 08:00:00,11341.02946180073
2023-04-28 08:00:00,11414.314344038301
2023-04-29 08:00:00,11503.36475429953
2023-04-30 08:00:00,11502.185647048867
2023-05-01 08:00:00,11364.527592290982
2023-05-02 08:00:00,11199.067798499418
2023-05-03 08:00:00,11198.236371967341
2023-05-04 08:00:00,11425.388187506192
2023-05-05 08:00:00,11404.952093307009
2023-05-06 08:00:00,11501.76720829982
2023-05-07 08:00:00,11353.46943850833
2023-05-08 08:00:00,11359.150718251378
2023-05-09 08:00:00,11358.014462302768
2023-05-10 08:00:00,11360.286974199988
2023-05-11 08:00:00,11360.286974199988
2023-05-12 08:00:00,11359.150718251378
2023-05-13 08:00:00,11360.286974199986
2023-05-14 08:00:00,11360.286974199986
2023-05-15 08:00:00,11361.423230148597
2023-05-16 08:00:00,11362.559486097207
2023-05-17 08:00:00,11361.423230148597
2023-05-18 08:00:00,11361.423230148597
2023-05-19 08:00:00,11360.286974199988
2023-05-20 08:00:00,11359.150718251378
2023-05-21 08:00:00,11359.150718251378
2023-05-22 08:00:00,11361.423230148597
2023-05-23 08:00:00,11360.286974199988
2023-05-24 08:00:00,11361.423230148599
2023-05-25 08:00:00,11359.15071825138
2023-05-26 08:00:00,11361.423230148599
2023-05-27 08:00:00,11361.423230148599
2023-05-28 08:00:00,11359.15071825138
2023-05-29 08:00:00,11359.15071825138
2023-05-30 08:00:00,11359.15071825138
2023-05-31 08:00:00,11360.286974199988
2023-06-01 08:00:00,11360.286974199988
2023-06-02 08:00:00,11361.423230148599
2023-06-03 08:00:00,11360.28697419999
2023-06-04 08:00:00,11361.4232301486
2023-06-05 08:00:00,11360.286974199991
2023-06-06 08:00:00,11356.878206354162
2023-06-07 08:00:00,11355.741950405552
2023-06-08 08:00:00,11355.741950405552
2023-06-09 08:00:00,11360.286974199993
2023-06-10 08:00:00,11354.605694456945
2023-06-11 08:00:00,11353.469438508335
2023-06-12 08:00:00,11354.605694456943
2023-06-13 08:00:00,11361.423230148603
2023-06-14 08:00:00,11360.286974199993
2023-06-15 08:00:00,11372.785789634698
2023-06-16 08:00:00,11375.058301531919
2023-06-17 08:00:00,11369.377021788869
2023-06-18 08:00:00,11365.96825394304
2023-06-19 08:00:00,11364.83199799443
2023-06-20 08:00:00,11368.240765840259
2023-06-21 08:00:00,11363.69574204582
2023-06-22 08:00:00,11362.55948609721
2023-06-23 08:00:00,11360.286974199991
2023-06-24 08:00:00,11359.150718251381
2023-06-25 08:00:00,11360.28697419999
2023-06-26 08:00:00,11217.423067384416
2023-06-27 08:00:00,11247.756185956669
2023-06-28 08:00:00,11057.186859821233
2023-06-29 08:00:00,11366.520645183804
2023-06-30 08:00:00,11573.240191930567
2023-07-01 08:00:00,11528.632254509188
2023-07-02 08:00:00,11638.713335287954
2023-07-03 08:00:00,11770.373022148204
2023-07-04 08:00:00,11757.496881917703
2023-07-05 08:00:00,11490.381859702453
2023-07-06 08:00:00,11714.2943620044
2023-07-07 08:00:00,11510.211446588697
2023-07-08 08:00:00,11746.939397036811
2023-07-09 08:00:00,11714.676405125974
2023-07-10 08:00:00,11704.67777603803
2023-07-11 08:00:00,11903.952056910033
2023-07-12 08:00:00,12004.332683939248
2023-07-13 08:00:00,11976.92360046678
2023-07-14 08:00:00,12844.60508747726
2023-07-15 08:00:00,12711.982042227135
2023-07-16 08:00:00,12622.429126087516
2023-07-17 08:00:00,12415.941217647207
2023-07-18 08:00:00,12139.571155470941
2023-07-19 08:00:00,12336.924069296618
2023-07-20 08:00:00,12465.203291015203
2023-07-21 08:00:00,12212.517219209067
2023-07-22 08:00:00,12232.781975841077
2023-07-23 08:00:00,12126.701252580333
2023-07-24 08:00:00,11893.416185958915
2023-07-25 08:00:00,11827.180254560479
2023-07-26 08:00:00,11879.980028381548
2023-07-27 08:00:00,12156.396933860535
2023-07-28 08:00:00,12028.836250443714
2023-07-29 08:00:00,12075.463327484464
2023-07-30 08:00:00,12098.400452191056
2023-07-31 08:00:00,12066.335332609426
2023-08-01 08:00:00,11872.916067641565
2023-08-02 08:00:00,12034.684338202558
2023-08-03 08:00:00,11812.26717853909
2023-08-04 08:00:00,11841.353915615633
2023-08-05 08:00:00,11810.79081656267
2023-08-06 08:00:00,11886.460013274207
2023-08-07 08:00:00,11893.585476365393
2023-08-08 08:00:00,11892.39789918353
2023-08-09 08:00:00,11886.46001327421
2023-08-10 08:00:00,11885.272436092348
2023-08-11 08:00:00,11890.022744819804
2023-08-12 08:00:00,11884.084858910483
2023-08-13 08:00:00,11882.89728172862
2023-08-14 08:00:00,11890.022744819802
